   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,Total,Comment  ,Location,Sample,type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #
1,51.83,41.17,0.0074,0.0042,0,0.1034,0.0186,0,0.3538,7.16,0.0068,100.6542,mrwy46a_0l1_1 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.928076128
2,52,41.16,0.002,0,0.0034,0.0927,0.0179,0.009,0.3912,7.1,0.0026,100.7787,mrwy46a_0l1_2 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.14,0,0.928852536
3,51.9,41.08,0.0032,0,0.0142,0.0835,0.0142,0,0.4137,7.15,0.0082,100.6669,mrwy46a_0l1_3 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.928259296
4,52.08,41.14,0,0,0,0.0764,0.0218,0,0.3766,7.06,0.0114,100.7661,mrwy46a_0l1_4 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929326032
5,51.8,40.69,0,0,0.0148,0.0922,0.0228,0,0.3668,7.21,0.0044,100.2009,mrwy46a_0l1_5 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.15,0,0.927571337
6,52.09,41.15,0.0032,0,0,0.1019,0.0173,0.005,0.3814,7.25,0.0069,101.0056,mrwy46a_0l1_6 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.15,0,0.927574718
7,51.99,41.28,0.0113,0,0.0073,0.1103,0.0141,0.0004,0.3968,7.21,0,101.0201,mrwy46a_0l1_7 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.927816924
8,52.03,41.48,0.0041,0,0,0.0786,0.0094,0,0.3926,7.16,0.0029,101.1575,mrwy46a_0l1_8 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.928332785
9,52.38,41.59,0,0.0023,0.0034,0.0963,0.0194,0,0.3852,7.05,0.0082,101.5348,mrwy46a_0l1_9 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929794935
10,51.89,41.29,0,0.0051,0.003,0.0967,0.0083,0.0017,0.3786,7.23,0.0082,100.9116,mrwy46a_0l1_10 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.15,0,0.927501829
11,51.87,41.27,0.0081,0,0,0.0852,0.0187,0.0026,0.379,7.16,0.0045,100.798,mrwy46a_0l1_11 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.928127606
12,51.88,41.47,0.0104,0,0,0.0923,0.0225,0,0.3657,7.65,0.0149,101.5058,mrwy46a_0l2_1 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.15,0,0.923598427
13,51.58,41.18,0.0007,0.0013,0,0.0895,0.0112,0.0001,0.3706,7.68,0.0082,100.9215,mrwy46a_0l2_2 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.15,0,0.922910191
14,51.71,41.11,0.0054,0.0029,0.0093,0.0772,0.0048,0,0.3688,7.83,0.007,101.1254,mrwy46a_0l2_3 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.921704537
15,51.75,41.17,0.0011,0,0,0.1028,0.0107,0,0.362,7.75,0.0075,101.154,mrwy46a_0l2_4 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.92249775
16,51.47,41.24,0.0095,0,0.007,0.0909,0.0187,0.0057,0.3487,7.75,0.0146,100.9551,mrwy46a_0l2_5 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.922108973
17,51.63,41.09,0,0,0.003,0.079,0.0183,0,0.3684,7.77,0.0104,100.969,mrwy46a_0l2_6 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.922146778
18,51.73,41.2,0.0026,0.0023,0,0.0908,0.0154,0.0043,0.4011,7.76,0.0092,101.2157,mrwy46a_0l2_7 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.922377836
19,51.65,41.26,0,0.0016,0,0.0806,0.0121,0.0153,0.3848,7.69,0.0183,101.1127,mrwy46a_0l2_8 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.15,0,0.922914101
20,51.26,40.92,0,0,0.0088,0.0987,0.0146,0.0095,0.3604,7.63,0.0114,100.3133,mrwy46a_0l2_9 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.15,0,0.922932131
21,51.75,41.2,0,0.0059,0,0.0928,0.0076,0,0.4072,7.56,0.0301,101.0535,mrwy46a_0l2_10 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.15,0,0.924253884
22,51.78,41.25,0,0.0026,0.0026,0.0731,0.0044,0,0.3877,7.82,0.007,101.3274,mrwy46a_0l2_11 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.921894175
23,51.51,41.06,0,0,0.006,0.0933,0.0174,0,0.3507,7.72,0.01,100.7673,mrwy46a_0l2_12 ,STM,MRWY46,XCRYST,1.85,0.99,0,0,0,0,0,0,0.01,0.16,0,0.922442681
24,51.89,41.3,0.0003,0,0.0082,0.1122,0.0244,0.0217,0.3649,7.52,0.0026,101.2442,mrwy46a_0l3_1 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.15,0,0.924812522
25,51.42,41.35,0.0245,0,0.0075,0.0889,0.0381,0.0094,0.3515,6.95,0.017,100.2568,mrwy46a_0l3_2 ,STM,MRWY46,XCRYST,1.85,1,0,0,0,0,0,0,0.01,0.14,0,0.929519514
26,52.23,41.36,0,0.0055,0,0.1127,0.0068,0.0159,0.3309,7.03,0.0081,101.0998,mrwy46a_0l3_3 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.14,0,0.92979318
27,51.96,41.61,0.0022,0.007,0,0.1061,0.0302,0.0103,0.3653,7.06,0.0164,101.1674,mrwy46a_0l3_4 ,STM,MRWY46,XCRYST,1.85,1,0,0,0,0,0,0,0.01,0.14,0,0.929174373
28,52.11,41.57,0.0087,0,0.0122,0.1017,0.0363,0.0229,0.3925,6.99,0.0095,101.2537,mrwy46a_0l3_5 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.93001519
29,52.27,41.55,0,0.0022,0.0026,0.0783,0.0208,0.0102,0.3669,7.08,0,101.3809,mrwy46a_0l3_6 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929379394
30,52.05,41.27,0.0016,0,0.0115,0.0986,0.0225,0,0.364,6.96,0.0078,100.7859,mrwy46a_0l3_7 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.14,0,0.930219872
31,52.31,41.36,0.0011,0.0074,0,0.1085,0.0127,0,0.3752,7.17,0.0014,101.3462,mrwy46a_0l3_8 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.14,0,0.928596557
32,52.19,41.3,0,0,0,0.102,0.0203,0.0027,0.3638,7.02,0.0131,101.0118,mrwy46a_0l3_9 ,STM,MRWY46,XCRYST,1.87,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929836078
33,52.31,41.62,0,0,0,0.1081,0.0199,0.0037,0.3781,7.08,0.0134,101.5331,mrwy46a_0l3_10 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929429584
34,52.21,41.55,0.0041,0.0016,0.003,0.0966,0.0303,0.0041,0.3608,7.07,0.0067,101.3371,mrwy46a_0l3_11 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929396777
35,52.23,41.6,0.0078,0.0053,0,0.0918,0.0052,0,0.3577,7.1,0.0021,101.3998,mrwy46a_0l3_12 ,STM,MRWY46,XCRYST,1.86,0.99,0,0,0,0,0,0,0.01,0.14,0,0.929143642
36,26.66,38.33,0,0,0.0147,0.896,0.4641,0.022,0.0133,32.62,0.0705,99.0907,mrwy47_0L1_1 ,STM,MRWY47,CUMUL,1.1,1.06,0,0,0,0.02,0.01,0,0,0.75,0,0.592976803
37,26.14,37.59,0.0099,0.0018,0.0043,0.9272,0.3646,0.0394,0.0033,34.35,0.0328,99.4633,mrwy47_0L1_2 ,STM,MRWY47,CUMUL,1.08,1.04,0,0,0,0.02,0.01,0,0,0.8,0,0.575642628
38,26.97,37,0.0038,0,0.0099,0.8853,0.3137,0.0644,0.005,34.71,0.0433,100.0053,mrwy47_0L1_3 ,STM,MRWY47,CUMUL,1.11,1.02,0,0,0,0.02,0.01,0,0,0.8,0,0.580723392
39,26.95,37.2,0.0036,0,0,0.824,0.2907,0.0432,0.0281,34.84,0.0335,100.2131,mrwy47_0L1_4 ,STM,MRWY47,CUMUL,1.11,1.03,0,0,0,0.02,0.01,0,0,0.8,0,0.579632153
40,27.6,37.68,0.0037,0,0,0.887,0.3701,0.0436,0.014,33.3,0.1188,100.0171,mrwy47_0L1_5 ,STM,MRWY47,CUMUL,1.13,1.03,0,0,0,0.02,0.01,0,0,0.76,0,0.596356061
41,26.24,36.96,0,0,0.0005,0.7908,0.36,0.0737,0.0271,34.13,0.2875,98.8697,mrwy47_0L1_6 ,STM,MRWY47,CUMUL,1.09,1.03,0,0,0,0.02,0.01,0,0,0.8,0.01,0.578142935
46,27.97,38.44,0.0013,0.0079,0,0.7928,0.4737,0.0481,0.0239,30.75,0.0764,98.5842,mrwy47_0L2_1 ,STM,MRWY47,CUMUL,1.15,1.06,0,0,0,0.02,0.01,0,0,0.71,0,0.618524198
47,26.9,37.9,0.0007,0,0,0.9291,0.4094,0.0466,0.0265,32.65,0.0564,98.9188,mrwy47_0L2_2 ,STM,MRWY47,CUMUL,1.11,1.05,0,0,0,0.02,0.01,0,0,0.76,0,0.594916493
48,27.55,37.46,0.0106,0,0.001,0.8939,0.3553,0.055,0.0103,32.96,0.057,99.3531,mrwy47_0L2_3 ,STM,MRWY47,CUMUL,1.13,1.03,0,0,0,0.02,0.01,0,0,0.76,0,0.59838831
49,27.63,37.71,0,0,0,0.8052,0.4253,0.0793,0.0318,32.91,0.0798,99.6715,mrwy47_0L2_4 ,STM,MRWY47,CUMUL,1.13,1.04,0,0,0,0.02,0.01,0,0,0.76,0,0.599449518
50,28.52,37.77,0.0069,0.0021,0,0.9183,0.4052,0.0578,0.0007,32.26,0.0562,99.9972,mrwy47_0L2_5 ,STM,MRWY47,CUMUL,1.16,1.03,0,0,0,0.02,0.01,0,0,0.74,0,0.611785547
51,22.08,37.54,0,0.0009,0.0068,1.149,0.5762,0.0441,0.0086,37.47,0.1066,98.9823,mrwy47_0L3_1 ,STM,MRWY47,CUMUL,0.93,1.06,0,0,0,0.03,0.02,0,0,0.89,0,0.51229202
52,22.25,37.57,0.0006,0,0,1.1564,0.3819,0.0362,0.0003,36.88,0.1139,98.3894,mrwy47_0L3_2 ,STM,MRWY47,CUMUL,0.94,1.07,0,0,0,0.03,0.01,0,0,0.88,0,0.518171741
53,22.26,37.58,0,0,0.0022,1.1688,0.4441,0.0359,0.0122,38.27,0.114,99.8873,mrwy47_0L3_3 ,STM,MRWY47,CUMUL,0.94,1.06,0,0,0,0.03,0.01,0,0,0.9,0,0.509041871
54,24.03,36.8,0.0048,0.0056,0,1.0803,0.3077,0.0515,0.0201,35.74,0.2442,98.2843,mrwy47_0L4_1 ,STM,MRWY47,CUMUL,1.02,1.05,0,0,0,0.03,0.01,0,0,0.85,0.01,0.545146437
58,23.28,37.2,0.004,0,0,1.0418,0.4536,0.0402,0.0211,36.91,0.0832,99.034,mrwy47_0L6_2 ,STM,MRWY47,CUMUL,0.98,1.05,0,0,0,0.02,0.01,0,0,0.87,0,0.529256165
66,23.73,35.64,0,0.0089,0.0061,1.0095,0.471,0.0544,0.0262,37.9,0.2589,99.105,mrwy47_0L6_10 ,STM,MRWY47,CUMUL,1.01,1.02,0,0,0,0.02,0.01,0,0,0.91,0.01,0.527431264
67,27.03,37.5,0.005,0.0027,0.0004,0.9676,0.5045,0.0416,0.0227,33.8,0.1336,100.008,mrwy47_0L7_1 ,STM,MRWY47,CUMUL,1.11,1.03,0,0,0,0.02,0.01,0,0,0.78,0,0.587716372
68,23.85,37.18,0,0,0,1.0046,0.4504,0.0531,0.0053,36.15,0.0684,98.7619,mrwy47_0L7_2 ,STM,MRWY47,CUMUL,1,1.05,0,0,0,0.02,0.01,0,0,0.85,0,0.54044982
69,26.48,37.29,0.0195,0.0016,0.0003,1.0104,0.5477,0.0292,0.0092,33.46,0.0854,98.9334,mrwy47_0L7_3 ,STM,MRWY47,CUMUL,1.1,1.04,0,0,0,0.02,0.02,0,0,0.78,0,0.585182577
70,23.97,37.37,0.0014,0,0.0044,1.0247,0.4432,0.0433,0,36.42,0.0678,99.3448,mrwy47_0L7_4 ,STM,MRWY47,CUMUL,1,1.05,0,0,0,0.02,0.01,0,0,0.86,0,0.539848151
71,21.5,37.24,0.0052,0,0,1.2103,0.4426,0.0329,0.0171,38.07,0.0918,98.61,mrwy47_0L8_1 ,STM,MRWY47,CUMUL,0.92,1.06,0,0,0,0.03,0.01,0,0,0.91,0,0.501668181
72,22.7,37.41,0.0108,0.0051,0,1.233,0.5254,0.0081,0.0085,36.4,0.1703,98.4713,mrwy47_0L8_2 ,STM,MRWY47,CUMUL,0.96,1.06,0,0,0,0.03,0.02,0,0,0.86,0.01,0.526435958
73,22.01,37.44,0.0128,0.0018,0,1.2767,0.3241,0.0138,0.001,37.92,0.0997,99.1,mrwy47_0L8_3 ,STM,MRWY47,CUMUL,0.93,1.06,0,0,0,0.03,0.01,0,0,0.9,0,0.508515327
76,22.46,36.94,0.0069,0,0.0076,1.1673,0.4349,0.024,0.0073,38.01,0.0449,99.1029,mrwy47_0L8_6 ,STM,MRWY47,CUMUL,0.95,1.05,0,0,0,0.03,0.01,0,0,0.9,0,0.512980345
77,23.35,36.67,0.0067,0.0041,0.003,1.0059,0.2554,0.0396,0,39.17,0.0452,100.5498,mrwy47_0L9_1 ,STM,MRWY47,CUMUL,0.98,1.03,0,0,0,0.02,0.01,0,0,0.92,0,0.51517839
78,27.26,36.89,0.0042,0.0013,0,1.1509,0.4124,0.0442,0.0066,34.35,0.0507,100.1702,mrwy47_0L9_2 ,STM,MRWY47,CUMUL,1.12,1.02,0,0,0,0.03,0.01,0,0,0.79,0,0.585857093
79,24.68,36.98,0,0.0058,0,1.0008,0.3656,0.0534,0,36.75,0.0617,99.8973,mrwy47_0L9_3 ,STM,MRWY47,CUMUL,1.03,1.04,0,0,0,0.02,0.01,0,0,0.86,0,0.54485443
80,27.52,37.04,0.0025,0,0,1.1766,0.4126,0.0187,0.0326,34.87,0.0474,101.1203,mrwy47_0L9_4 ,STM,MRWY47,CUMUL,1.13,1.02,0,0,0,0.03,0.01,0,0,0.8,0,0.584514175
81,32.32,37.34,0.008,0,0,1.36,0.4118,0.0527,0.0527,29.8,0.1248,101.4699,mrwy47_0L9_5 ,STM,MRWY47,CUMUL,1.29,1,0,0,0,0.03,0.01,0,0,0.67,0,0.659086099
83,22.43,36.83,0.0104,0,0,1.2657,0.379,0.0394,0.0036,39.81,0.0367,100.8048,mrwy47_0L10_1 ,STM,MRWY47,CUMUL,0.94,1.04,0,0,0,0.03,0.01,0,0,0.94,0,0.501081897
84,24.38,36.71,0,0,0,1.2653,0.3496,0.0162,0.0017,37.91,0.043,100.6757,mrwy47_0L10_2 ,STM,MRWY47,CUMUL,1.02,1.03,0,0,0,0.03,0.01,0,0,0.89,0,0.534095647
85,20.73,35.88,0,0.009,0,1.1414,0.4613,0.0458,0.004,40.17,0.2586,98.7001,mrwy47_0L11_1 ,STM,MRWY47,CUMUL,0.9,1.04,0,0,0,0.03,0.01,0,0,0.97,0.01,0.479139082
86,21.56,38.43,0.0036,0,0,1.2171,0.1674,0.0209,0.0274,37.31,0.0775,98.814,mrwy47_0L11_2 ,STM,MRWY47,CUMUL,0.91,1.09,0,0,0,0.03,0.01,0,0,0.88,0,0.507405644
88,23.01,36.91,0.0048,0.0057,0,1.2363,0.2622,0,0.0177,38.76,0.0267,100.2333,mrwy47_0L13_1 ,STM,MRWY47,CUMUL,0.97,1.04,0,0,0,0.03,0.01,0,0,0.91,0,0.514142851
89,22.06,37.1,0.0051,0,0,1.2403,0.3637,0.0245,0.0134,38.73,0.0244,99.5615,mrwy47_0L14_1 ,STM,MRWY47,CUMUL,0.93,1.05,0,0,0,0.03,0.01,0,0,0.92,0,0.503799402
90,23.62,37.02,0,0.0005,0,1.1703,0.3296,0.0159,0,37.87,0.0095,100.0357,mrwy47_0L14_2 ,STM,MRWY47,CUMUL,0.99,1.04,0,0,0,0.03,0.01,0,0,0.89,0,0.526470466
91,21.93,36.79,0.0065,0,0.0085,1.1704,0.4451,0.0323,0,39.45,0.0452,99.8781,mrwy47_0L14_3 ,STM,MRWY47,CUMUL,0.93,1.04,0,0,0,0.03,0.01,0,0,0.94,0,0.49771699
93,22.09,37.24,0.0088,0.0018,0.0029,1.29,0.4263,0.0227,0.0111,38.74,0.0184,99.8521,mrwy47_0L14_5 ,STM,MRWY47,CUMUL,0.93,1.05,0,0,0,0.03,0.01,0,0,0.92,0,0.504074595
94,21.67,37.57,0.0079,0.0046,0.0088,1.2627,0.5264,0.0324,0,37.33,0.1371,98.5499,mrwy47_0L15_1 ,STM,MRWY47,CUMUL,0.92,1.07,0,0,0,0.03,0.02,0,0,0.89,0,0.508543645
95,23.95,37.07,0.0094,0,0.0016,1.31,0.3924,0.03,0.0115,37.04,0.0258,99.8408,mrwy47_0L15_2 ,STM,MRWY47,CUMUL,1,1.04,0,0,0,0.03,0.01,0,0,0.87,0,0.535444522
97,24.73,37.13,0.0006,0,0.0012,1.1794,0.3389,0.0362,0,36.94,0.0363,100.3926,mrwy47_0L16_1 ,STM,MRWY47,CUMUL,1.03,1.04,0,0,0,0.03,0.01,0,0,0.86,0,0.544077408
98,22.66,36.52,0.0094,0.0006,0.0151,1.1309,0.3108,0.032,0.0098,39.86,0.0391,100.5876,mrwy47_0L16_2 ,STM,MRWY47,CUMUL,0.95,1.03,0,0,0,0.03,0.01,0,0,0.94,0,0.503318532
99,22.99,36.52,0.0149,0.0024,0.0073,1.2349,0.4144,0.0114,0.0017,38.9,0.0458,100.1428,mrwy47_0L16_3 ,STM,MRWY47,CUMUL,0.97,1.03,0,0,0,0.03,0.01,0,0,0.92,0,0.51302492
100,22.82,36.81,0.0014,0.0004,0,1.1717,0.4275,0.0092,0.0236,38.92,0.0375,100.2212,mrwy47_0L16_4 ,STM,MRWY47,CUMUL,0.96,1.04,0,0,0,0.03,0.01,0,0,0.92,0,0.511042072
101,24.33,36.55,0.0001,0.0019,0,1.1902,0.345,0.0202,0.0183,39.16,0.0219,101.6375,mrwy47_0L16_5 ,STM,MRWY47,CUMUL,1.01,1.02,0,0,0,0.03,0.01,0,0,0.91,0,0.525503029
102,23.5,37.69,0,0,0,1.1393,0.3863,0.0054,0.0328,37.66,0.1957,100.6094,mrwy47_0L16_6 ,STM,MRWY47,CUMUL,0.98,1.05,0,0,0,0.03,0.01,0,0,0.88,0.01,0.526586969
103,23.23,36.94,0,0.0041,0,1.0706,0.3048,0.0117,0.0158,37.89,0.0344,99.5014,mrwy47_0L16_7 ,STM,MRWY47,CUMUL,0.98,1.04,0,0,0,0.03,0.01,0,0,0.9,0,0.522186348
104,22.85,37.36,0,0,0.0047,1.0653,0.4653,0.0368,0.0186,37.92,0.0647,99.7855,mrwy47_0L16_8 ,STM,MRWY47,CUMUL,0.96,1.05,0,0,0,0.03,0.01,0,0,0.89,0,0.517872088
105,22.93,37.93,0,0,0,1.1173,0.2784,0.025,0.0145,36.61,0.0639,98.9692,mrwy47_0L16_9 ,STM,MRWY47,CUMUL,0.96,1.07,0,0,0,0.03,0.01,0,0,0.86,0,0.527514938
106,23.05,37.72,0.0032,0,0,1.1981,0.2263,0.0147,0.0145,36.42,0.108,98.7549,mrwy47_0L16_10 ,STM,MRWY47,CUMUL,0.97,1.07,0,0,0,0.03,0.01,0,0,0.86,0,0.530112035
108,21.38,37.88,0.0022,0,0.0105,1.0242,0.5796,0.0493,0.0166,38.24,0.2147,99.3972,mrwy47_0L16_12 ,STM,MRWY47,CUMUL,0.9,1.07,0,0,0,0.02,0.02,0,0,0.91,0.01,0.499155051
109,22.46,38.2,0,0.0033,0,1.0103,0.2822,0.0271,0.0258,36.48,0.283,98.7718,mrwy47_0L16_13 ,STM,MRWY47,CUMUL,0.94,1.08,0,0,0,0.02,0.01,0,0,0.86,0.01,0.523237789
112,22.94,38.57,0,0.0067,0.0158,1.0277,0.3633,0.0818,0.0213,34.53,0.4516,98.0082,mrwy47_0L16_16 ,STM,MRWY47,CUMUL,0.96,1.09,0,0,0,0.02,0.01,0,0,0.81,0.02,0.542174546
113,24.24,38.01,0,0.0029,0.0017,1.0405,0.4378,0.0262,0.016,35.98,0.117,99.8722,mrwy47_0L16_17 ,STM,MRWY47,CUMUL,1.01,1.06,0,0,0,0.02,0.01,0,0,0.84,0,0.545644396
114,22.92,38.89,0.0022,0.0071,0,1.0519,0.5347,0.0461,0.0078,36.3,0.3505,100.1102,mrwy47_0L16_18 ,STM,MRWY47,CUMUL,0.95,1.08,0,0,0,0.02,0.02,0,0,0.84,0.01,0.529525243
116,26.51,36.39,0.0154,0.0056,0,1.104,0.3262,0.019,0,36.99,0.0352,101.3953,mrwy47_0L17_1 ,STM,MRWY47,CUMUL,1.09,1.01,0,0,0,0.03,0.01,0,0,0.86,0,0.560925944
117,26.82,36.18,0.0058,0,0,1.1613,0.2824,0.0311,0.0305,37.09,0.0299,101.6309,mrwy47_0L17_2 ,STM,MRWY47,CUMUL,1.1,1,0,0,0,0.03,0.01,0,0,0.86,0,0.563123119
118,24.52,36.26,0.0132,0,0,1.0546,0.3306,0.0383,0.017,39.56,0.0479,101.8415,mrwy47_0L17_3 ,STM,MRWY47,CUMUL,1.02,1.01,0,0,0,0.02,0.01,0,0,0.92,0,0.52490861
119,20.59,37.04,0,0,0.004,1.2496,0.2752,0.049,0,39.07,0.2251,98.503,mrwy47_0L17_4 ,STM,MRWY47,CUMUL,0.88,1.07,0,0,0,0.03,0.01,0,0,0.94,0.01,0.484379334
120,21.92,37.45,0.0019,0.0002,0,1.0223,0.4247,0.0099,0.0161,38.83,0.1243,99.7995,mrwy47_0L17_5 ,STM,MRWY47,CUMUL,0.92,1.06,0,0,0,0.02,0.01,0,0,0.92,0,0.50156317
121,21.07,36.6,0.0004,0.0034,0,1.0551,0.2627,0.0381,0,39.54,0.1411,98.7109,mrwy47_0L17_6 ,STM,MRWY47,CUMUL,0.9,1.05,0,0,0,0.03,0.01,0,0,0.95,0.01,0.487148779
122,21.81,37.39,0.0082,0.0035,0,1.0811,0.2667,0.0417,0,37.42,0.2203,98.2416,mrwy47_0L17_7 ,STM,MRWY47,CUMUL,0.93,1.07,0,0,0,0.03,0.01,0,0,0.89,0.01,0.509551248
124,25.29,36.61,0.0031,0,0.0008,1.0716,0.2974,0.025,0.0026,38.1,0.0286,101.4291,mrwy47_0L17_9 ,STM,MRWY47,CUMUL,1.05,1.02,0,0,0,0.03,0.01,0,0,0.88,0,0.54196136
125,24.33,36.25,0.0017,0.0023,0.0042,1.0701,0.2301,0.0212,0.0216,39.48,0.0221,101.4332,mrwy47_0L18_10 ,STM,MRWY47,CUMUL,1.01,1.01,0,0,0,0.03,0.01,0,0,0.92,0,0.523473313
126,24.21,36.28,0.0051,0,0,1.1167,0.2895,0.0209,0.0314,39.51,0.0178,101.4813,mrwy47_0L18_11 ,STM,MRWY47,CUMUL,1.01,1.01,0,0,0,0.03,0.01,0,0,0.92,0,0.522050276
127,27.49,36.76,0,0.0009,0,1.0981,0.5158,0.0594,0.0056,34.96,0.0566,100.9464,mrwy47_0L18_12 ,STM,MRWY47,CUMUL,1.13,1.01,0,0,0,0.03,0.02,0,0,0.8,0,0.583623002
128,21.03,37.44,0.0054,0.0007,0,1.0891,0.2975,0.0336,0,38.78,0.2415,98.9179,mrwy47_0L18_13 ,STM,MRWY47,CUMUL,0.89,1.07,0,0,0,0.03,0.01,0,0,0.93,0.01,0.491523743
